genre_ids,id,original_language,original_title,popularity,release_date,title,vote_average,vote_count,release_year,title_norm
[35],320163,es,Short Movie,0.627,2014-02-12,Short Movie,10.0,1,2014,short movie
[99],267301,en,My Name Is Salt,0.627,2014-06-14,My Name Is Salt,9.0,1,2014,my name is salt
[99],268977,en,Sol LeWitt,0.626,2014-05-07,Sol LeWitt,5.0,1,2014,sol lewitt
[35],302937,en,Aspirational,0.625,2014-09-22,Aspirational,6.4,8,2014,aspirational
"[18, 35]",371007,en,Ticky Tacky,0.624,2014-06-21,Ticky Tacky,7.8,8,2014,ticky tacky
"[10749, 10751, 12, 35]",256449,it,Amori elementari,0.624,2014-02-02,Elementary Loves,4.7,8,2014,elementary loves
[27],402515,pt,Solitude,0.623,2014-10-21,American Beast,2.7,8,2014,american beast
"[35, 10402]",257129,en,Eternity: The Movie,0.62,2014-03-08,Eternity: The Movie,2.1,6,2014,eternity the movie
[99],253304,en,Evaporating Borders,0.617,2014-03-11,Evaporating Borders,8.0,3,2014,evaporating borders
"[10751, 10770, 16, 28]",287018,en,The Powerpuff Girls: Dance Pantsed,0.615,2014-01-20,The Powerpuff Girls: Dance Pantsed,5.2,5,2014,the powerpuff girls dance pantsed
[99],253309,en,The Possibilities Are Endless,0.601,2014-03-04,The Possibilities Are Endless,5.7,7,2014,the possibilities are endless
[35],603668,en,For This I Went to College?,0.6,2014-04-26,For This I Went to College?,10.0,1,2014,for this i went to college
"[27, 18]",603664,en,"Oops, Homicide",0.6,2014-10-25,"Oops, Homicide",10.0,1,2014,oops homicide
"[28, 12, 35, 80, 18, 10402, 37]",599687,en,No Name: The Fastest Knitter in the West,0.6,2014-08-29,No Name: The Fastest Knitter in the West,10.0,1,2014,no name the fastest knitter in the west
[10402],594593,en,Nicole Scherzinger: MTV World Stage,0.6,2014-10-22,Nicole Scherzinger: MTV World Stage,10.0,1,2014,nicole scherzinger mtv world stage
[10751],575288,en,Palms,0.6,2014-03-06,Palms,10.0,1,2014,palms
"[12, 99, 10402]",555881,en,Watchtower of Turkey,0.6,2014-10-06,Watchtower of Turkey,10.0,1,2014,watchtower of turkey
[99],514240,en,Communism by the backdoor,0.6,2014-05-07,Communism by the backdoor,10.0,1,2014,communism by the backdoor
"[16, 14]",507346,en,"Duck, Death, and the Tulip",0.6,2014-04-01,"Duck, Death, and the Tulip",10.0,1,2014,duck death and the tulip
[],493968,en,The Hauntings of Old Santon,0.6,2014-08-11,The Hauntings of Old Santon,10.0,1,2014,the hauntings of old santon
[35],467932,en,Bicycles,0.6,2014-11-14,Bicycles,10.0,1,2014,bicycles
"[99, 18]",459219,en,Finding the Gold Within,0.6,2014-10-03,Finding the Gold Within,10.0,1,2014,finding the gold within
"[99, 18]",442776,en,Yemeniettes,0.6,2014-02-15,Yemeniettes,10.0,1,2014,yemeniettes
[99],441917,en,The Marvel Universe Expands: Marvel 75th Anniversary,0.6,2014-08-21,The Marvel Universe Expands: Marvel 75th Anniversary,10.0,1,2014,the marvel universe expands marvel 75th anniversary
[99],436313,en,Miriam: Home Delivery,0.6,2014-01-01,Miriam: Home Delivery,10.0,1,2014,miriam home delivery
[],425377,en,Simorgh,0.6,2014-09-28,Simorgh,10.0,1,2014,simorgh
[],424472,en,Wolverine Weapon X: Tomorrow Dies Today,0.6,2014-05-13,Wolverine Weapon X: Tomorrow Dies Today,10.0,1,2014,wolverine weapon x tomorrow dies today
"[27, 9648]",422993,no,Autumn Harvest,0.6,2014-05-21,Autumn Harvest,10.0,1,2014,autumn harvest
"[28, 35, 878]",422810,ja,B-Class Cultural Heritage,0.6,2014-04-14,B-Class Cultural Heritage,10.0,1,2014,bclass cultural heritage
[10402],421488,en,Nick Cave & The Bad Seeds Austin City Limits,0.6,2014-11-01,Nick Cave & The Bad Seeds Austin City Limits,10.0,1,2014,nick cave the bad seeds austin city limits
[35],414786,en,The Apprentice,0.6,2014-04-26,The Apprentice,10.0,1,2014,the apprentice
[99],403294,en,9/11: Simulations,0.6,2014-07-04,9/11: Simulations,10.0,1,2014,911 simulations
[],402124,en,R.P.G.,0.6,2014-07-17,R.P.G.,10.0,1,2014,rpg
[99],397067,sv,"Ink, Blood and Spirit",0.6,2014-05-11,"Ink, Blood and Spirit",10.0,1,2014,ink blood and spirit
[99],389591,en,The Computers,0.6,2014-05-24,The Computers,10.0,2,2014,the computers
[18],386337,en,Mike and I,0.6,2014-11-14,Mike and I,10.0,1,2014,mike and i
[],386030,en,Honky Holocaust,0.6,2014-01-01,Honky Holocaust,10.0,1,2014,honky holocaust
[],374616,en,White Ash,0.6,2014-09-07,White Ash,10.0,1,2014,white ash
[99],362547,en,Weed 2: Cannabis Madness,0.6,2014-03-14,Weed 2: Cannabis Madness,10.0,1,2014,weed 2 cannabis madness
[99],358627,en,Drawn,0.6,2014-12-01,Drawn,10.0,1,2014,drawn
[],357934,en,The Jungle Book: Bird-Day Bash,0.6,2014-07-29,The Jungle Book: Bird-Day Bash,10.0,1,2014,the jungle book birdday bash
"[18, 10402]",352581,en,I Capuleti e i Montecchi,0.6,2014-09-04,I Capuleti e i Montecchi,10.0,1,2014,i capuleti e i montecchi
"[28, 35, 36, 10752]",346342,en,World War Brown,0.6,2014-12-12,World War Brown,10.0,1,2014,world war brown
[99],339961,en,Kids on Stage,0.6,2014-11-20,Kids on Stage,10.0,1,2014,kids on stage
"[99, 12]",339551,en,Galapagos 3D: Nature's Wonderland,0.6,2014-02-07,Galapagos 3D: Nature's Wonderland,10.0,1,2014,galapagos 3d natures wonderland
[99],336270,en,Until it Hurts,0.6,2014-01-01,Until it Hurts,10.0,1,2014,until it hurts
[],335524,en,13 Nights of Elvira: Evil Bong,0.6,2014-10-19,13 Nights of Elvira: Evil Bong,10.0,1,2014,13 nights of elvira evil bong
[],335007,en,House of Hardcore VII,0.6,2014-11-15,House of Hardcore VII,10.0,1,2014,house of hardcore vii
[],334986,en,Heaven is Hell,0.6,2014-09-05,Heaven is Hell,10.0,1,2014,heaven is hell
"[12, 18, 14, 10402, 10749]",333409,en,Trentemøller: Gravity,0.6,2014-01-09,Trentemøller: Gravity,10.0,2,2014,trentemller gravity
[],330640,en,Trooper,0.6,2014-11-11,Trooper,10.0,1,2014,trooper
[],330313,en,Jeff Lowe's Metanoia,0.6,2014-11-01,Jeff Lowe's Metanoia,10.0,1,2014,jeff lowes metanoia
[],325992,en,Saving Africa's Giants With Yao Ming,0.6,2014-11-18,Saving Africa's Giants With Yao Ming,10.0,1,2014,saving africas giants with yao ming
[],325760,en,Jean Claude Van Damme's Damn Van,0.6,2014-11-10,Jean Claude Van Damme's Damn Van,10.0,2,2014,jean claude van dammes damn van
[],325153,en,Dwight Howard: In the Moment,0.6,2014-11-01,Dwight Howard: In the Moment,10.0,1,2014,dwight howard in the moment
[],323748,en,Edible City,0.6,2014-01-01,Edible City,10.0,1,2014,edible city
[99],320449,en,Shake Junt - Skate Tank,0.6,2014-01-01,Shake Junt - Skate Tank,10.0,1,2014,shake junt skate tank
[99],320125,hu,Enjoi - Oververt,0.6,2014-01-01,Enjoi - Oververt,10.0,1,2014,enjoi oververt
"[35, 10749]",319987,en,Friends Don't Let Friends Date Friends,0.6,2014-11-07,Friends Don't Let Friends Date Friends,10.0,1,2014,friends dont let friends date friends
[18],319972,en,Emma,0.6,2014-11-24,Emma,10.0,1,2014,emma
"[28, 18, 53]",316390,en,Creed of Gold,0.6,2014-08-12,Creed of Gold,10.0,1,2014,creed of gold
[53],316319,en,Life in Darkness,0.6,2014-05-05,Life in Darkness,10.0,1,2014,life in darkness
[],314092,en,Void,0.6,2014-12-18,Void,10.0,1,2014,void
[],313114,en,From The Village to The Basement,0.6,2014-12-03,From The Village to The Basement,10.0,1,2014,from the village to the basement
[99],313031,en,Snow Monkeys,0.6,2014-04-23,Snow Monkeys,10.0,1,2014,snow monkeys
[99],305019,en,Campaign of Hate: Russia and Gay Propaganda,0.6,2014-06-22,Campaign of Hate: Russia and Gay Propaganda,10.0,2,2014,campaign of hate russia and gay propaganda
[],304301,en,I Don't Dance,0.6,2014-11-19,I Don't Dance,10.0,1,2014,i dont dance
"[99, 10402]",304254,en,One Direction: Reaching for the Stars Part 2 - The Next Chapter,0.6,2014-05-13,One Direction: Reaching for the Stars Part 2 - The Next Chapter,10.0,2,2014,one direction reaching for the stars part 2 the next chapter
"[80, 99]",303192,en,Footsteps in the Snow,0.6,2014-11-12,Footsteps in the Snow,10.0,1,2014,footsteps in the snow
[],301695,en,Curious George Sweet Dreams,0.6,2014-11-08,Curious George Sweet Dreams,10.0,1,2014,curious george sweet dreams
[],301399,en,Basketball 3:16,0.6,2014-03-01,Basketball 3:16,10.0,1,2014,basketball 316
[10751],300325,en,Under Wraps,0.6,2014-10-31,Under Wraps,10.0,1,2014,under wraps
[99],299909,en,Bella Vita,0.6,2014-09-16,Bella Vita,10.0,1,2014,bella vita
[99],299452,en,Transgender Parents,0.6,2014-10-19,Transgender Parents,10.0,2,2014,transgender parents
[],298304,en,Ubuzima Nyuma Urupfu,0.6,2014-02-01,Life After Death,10.0,1,2014,life after death
[],298267,en,Virtus,0.6,2014-07-27,Virtus,10.0,2,2014,virtus
[],297325,en,Red Luck,0.6,2014-04-07,Red Luck,10.0,1,2014,red luck
[99],296614,en,The One Piece Podcast Goes To Japan,0.6,2014-10-03,The One Piece Podcast Goes To Japan,10.0,2,2014,the one piece podcast goes to japan
[99],295663,en,The Syndrome,0.6,2014-10-12,The Syndrome,10.0,1,2014,the syndrome
"[99, 18, 10402]",295434,en,Life After Death from Above 1979,0.6,2014-10-07,Life After Death from Above 1979,10.0,1,2014,life after death from above 1979
"[18, 10751]",294876,en,CHRISTMAS RIDE,0.6,2014-09-19,CHRISTMAS RIDE,10.0,1,2014,christmas ride
"[10751, 10402]",290970,en,George Strait: The Cowboy Rides Away,0.6,2014-08-29,George Strait: The Cowboy Rides Away,10.0,1,2014,george strait the cowboy rides away
"[35, 18, 10749]",290298,en,African Metropolis,0.6,2014-06-03,African Metropolis,10.0,1,2014,african metropolis
[],289688,es,Cantajuego 10,0.6,2014-06-12,Cantajuego 10,10.0,1,2014,cantajuego 10
[],273941,en,Death As Life,0.6,2014-06-01,Death As Life,10.0,1,2014,death as life
[35],266515,en,Paul Mooney: A Piece of My Mind - God Bless America,0.6,2014-03-18,Paul Mooney: A Piece of My Mind - God Bless America,10.0,1,2014,paul mooney a piece of my mind god bless america
[],263941,en,Daniel Bryan: Journey to WrestleMania 30,0.6,2014-04-09,Daniel Bryan: Journey to WrestleMania 30,10.0,1,2014,daniel bryan journey to wrestlemania 30
[99],258018,en,Ending Is the Beginning - The Mitch Lucker Memorial Show,0.6,2014-02-18,Ending Is the Beginning - The Mitch Lucker Memorial Show,10.0,1,2014,ending is the beginning the mitch lucker memorial show
[],256138,en,Disney Cruise Line: ReImagined Magic,0.6,2014-02-17,Disney Cruise Line: ReImagined Magic,10.0,1,2014,disney cruise line reimagined magic
[18],253526,en,Sabbatical,0.6,2014-04-04,Sabbatical,10.0,1,2014,sabbatical
[99],253328,en,Que caramba es la vida,0.6,2014-03-11,Que caramba es la vida,10.0,1,2014,que caramba es la vida
[99],251537,en,What The F@#- Is Cancer and Why Does Everybody Have It?,0.6,2014-01-08,What The F@#- Is Cancer and Why Does Everybody Have It?,10.0,1,2014,what the f is cancer and why does everybody have it
[99],250771,en,This May Be the Last Time,0.6,2014-01-19,This May Be the Last Time,10.0,1,2014,this may be the last time
[],248637,en,Skanks,0.6,2014-07-22,Skanks,10.0,1,2014,skanks
"[18, 36]",441595,en,A Brief Look at the Space Race,0.6,2014-12-17,A Brief Look at the Space Race,9.5,2,2014,a brief look at the space race
[],321146,en,Beneath the Helmet,0.6,2014-10-28,Beneath the Helmet,9.5,2,2014,beneath the helmet
[99],308201,fr,J'irai Dormir chez l'Homme qui Brûle,0.6,2014-10-17,J'irai Dormir chez l'Homme qui Brûle,9.5,1,2014,jirai dormir chez lhomme qui brle
[],273334,en,United States of Secrets (Part One): The Program,0.6,2014-05-13,United States of Secrets (Part One): The Program,9.5,2,2014,united states of secrets the program
[99],255383,en,For Those About to Rock. The Story of Rodrigo y Gabriela,0.6,2014-03-15,For Those About to Rock. The Story of Rodrigo y Gabriela,9.5,1,2014,for those about to rock the story of rodrigo y gabriela
[],322917,en,Wayward Fronds,0.6,2014-01-01,Wayward Fronds,9.3,3,2014,wayward fronds
"[28, 12, 18, 878]",562981,en,The Serenity Chronicles III: Revelations,0.6,2014-10-31,The Serenity Chronicles III: Revelations,9.0,1,2014,the serenity chronicles iii revelations
"[28, 12, 18, 878]",562980,en,The Serenity Chronicles II: War Stories,0.6,2014-09-01,The Serenity Chronicles II: War Stories,9.0,1,2014,the serenity chronicles ii war stories
"[18, 878, 28, 12]",562978,en,The Serenity Chronicles I: Firefly,0.6,2014-07-31,The Serenity Chronicles I: Firefly,9.0,1,2014,the serenity chronicles i firefly
"[99, 16, 10751]",543523,en,Flying Paper,0.6,2014-10-22,Flying Paper,9.0,1,2014,flying paper
[80],501206,en,Echoes,0.6,2014-06-25,Echoes,9.0,1,2014,echoes
[99],495758,en,Down in Shadowland,0.6,2014-10-18,Down in Shadowland,9.0,2,2014,down in shadowland
"[18, 9648]",474200,en,The Oxide Incident,0.6,2014-10-10,The Oxide Incident,9.0,1,2014,the oxide incident
[],452590,en,Hero,0.6,2014-04-17,Hero,9.0,1,2014,hero
"[18, 10749]",413068,en,Lonely Planet,0.6,2014-10-19,Lonely Planet,9.0,1,2014,lonely planet
[],388753,en,New Zealand - Home of Middle-earth - Part 2,0.6,2014-03-20,New Zealand - Home of Middle-earth - Part 2,9.0,1,2014,new zealand home of middleearth part 2
[],370808,en,Lesley the Pony Has an A+ Day!,0.6,2014-01-01,Lesley the Pony Has an A+ Day!,9.0,1,2014,lesley the pony has an a day
[],333767,en,Sean,0.6,2014-12-03,Sean,9.0,1,2014,sean
[18],332499,en,Dragula,0.6,2014-06-24,Dragula,9.0,1,2014,dragula
[],328501,en,SMH The Movie,0.6,2014-11-01,SMH The Movie,9.0,1,2014,smh the movie
[99],320447,en,Dogs on the Inside,0.6,2014-09-25,Dogs on the Inside,9.0,2,2014,dogs on the inside
"[10402, 99]",317124,en,Rosetta: Audio/Visual,0.6,2014-12-25,Rosetta: Audio/Visual,9.0,2,2014,rosetta audiovisual
[],314199,en,"White, Blue and White",0.6,2014-07-01,"White, Blue and White",9.0,1,2014,white blue and white
[35],311972,fr,Jean-Marc Parent - Torture,0.6,2014-11-25,Jean-Marc Parent - Torture,9.0,1,2014,jeanmarc parent torture
[27],306630,en,Malleus Maleficarum,0.6,2014-10-25,Malleus Maleficarum,9.0,1,2014,malleus maleficarum
"[53, 18, 27]",306517,en,Pity,0.6,2014-03-08,Pity,9.0,1,2014,pity
[99],300179,en,The Lion’s Mouth Opens,0.6,2014-01-18,The Lion’s Mouth Opens,9.0,1,2014,the lions mouth opens
"[99, 10770]",297590,en,The Day the Series Stopped,0.6,2014-10-12,The Day the Series Stopped,9.0,2,2014,the day the series stopped
[],295952,en,Strictly Sacred: The Story of Girl Trouble,0.6,2014-05-26,Strictly Sacred: The Story of Girl Trouble,9.0,1,2014,strictly sacred the story of girl trouble
[18],295629,en,A Leading Man,0.6,2014-09-26,A Leading Man,9.0,1,2014,a leading man
[],271343,en,Walking Under Water,0.6,2014-11-17,Walking Under Water,9.0,2,2014,walking under water
[],267065,en,They Came at Night,0.6,2014-04-12,They Came at Night,9.0,1,2014,they came at night
[],265832,en,700 Sundays,0.6,2014-04-19,700 Sundays,9.0,5,2014,700 sundays
[18],259043,en,Krisha,0.6,2014-03-07,Krisha,9.0,1,2014,krisha
[],255762,en,Sing Over Me,0.6,2014-02-15,Sing Over Me,9.0,2,2014,sing over me
[],254471,en,Brain of Terror,0.6,2014-01-02,Brain of Terror,9.0,1,2014,brain of terror
[99],253289,en,Above All Else,0.6,2014-03-10,Above All Else,9.0,2,2014,above all else
[99],250300,en,Atlas,0.6,2014-11-21,Atlas,9.0,1,2014,atlas
[],171142,en,Brian Wilson: Songwriter 1969-1982,0.6,2014-01-01,Brian Wilson: Songwriter 1969-1982,9.0,1,2014,brian wilson songwriter 19691982
[35],324788,en,The Neighbors,0.6,2014-09-26,The Neighbors,8.8,2,2014,the neighbors
[],304450,en,The Black Dahlia Murder: Fool 'Em All,0.6,2014-06-24,The Black Dahlia Murder: Fool 'Em All,8.8,2,2014,the black dahlia murder fool em all
[18],257678,fa,روز روشن,0.6,2014-11-25,The Bright Day,8.8,2,2014,the bright day
"[18, 10402]",251739,en,Rat Pack Rat,0.6,2014-01-17,Rat Pack Rat,8.7,3,2014,rat pack rat
[18],569377,en,Inside the Whale,0.6,2014-12-13,Inside the Whale,8.5,2,2014,inside the whale
[18],505688,en,The Gospel of Matthew,0.6,2014-01-01,The Gospel of Matthew,8.5,2,2014,the gospel of matthew
[],471637,en,Phineas and Ferb: Night of the Living Pharmacists,0.6,2014-10-04,Phineas and Ferb: Night of the Living Pharmacists,8.5,2,2014,phineas and ferb night of the living pharmacists
[],409362,en,Naked,0.6,2014-12-30,Naked,8.5,2,2014,naked
"[28, 80]",389228,en,Runaway Dream,0.6,2014-12-01,Runaway Dream,8.5,1,2014,runaway dream
[99],332617,en,Skydancers,0.6,2014-01-01,Skydancers,8.5,2,2014,skydancers
[],306408,en,Sleepless in America,0.6,2014-11-30,Sleepless in America,8.5,2,2014,sleepless in america
[],289283,en,Living with Jigsaw,0.6,2014-08-29,Living with Jigsaw,8.5,2,2014,living with jigsaw
[99],261813,en,Slaying the Badger,0.6,2014-07-22,Slaying the Badger,8.5,2,2014,slaying the badger
[99],323518,en,Your Inner Fish,0.6,2014-04-09,Your Inner Fish,8.3,3,2014,your inner fish
"[27, 53, 18, 10402]",298663,en,Sweeney Todd: The Demon Barber of Fleet Street,0.6,2014-09-26,Sweeney Todd: The Demon Barber of Fleet Street,8.3,3,2014,sweeney todd the demon barber of fleet street
[99],293126,en,Terror at the Mall,0.6,2014-09-15,Terror at the Mall,8.3,3,2014,terror at the mall
[99],306205,en,CKY: The Greatest Hits,0.6,2014-11-02,CKY: The Greatest Hits,8.3,4,2014,cky the greatest hits
[99],285597,en,Nixon by Nixon: In His Own Words,0.6,2014-08-04,Nixon by Nixon: In His Own Words,8.3,4,2014,nixon by nixon in his own words
[],264542,es,Asteroide,0.6,2014-03-13,Asteroid,8.3,2,2014,asteroid
[99],296231,en,Carb-Loaded: A Culture Dying to Eat,0.6,2014-09-25,Carb-Loaded: A Culture Dying to Eat,8.2,3,2014,carbloaded a culture dying to eat
[18],284630,fr,Simply Gay Le Film,0.6,2014-09-13,Simply Gay The Movie,8.1,6,2014,simply gay the movie
[10402],590457,en,Willie Nelson Live @ SXSW,0.6,2014-03-15,Willie Nelson Live @ SXSW,8.0,1,2014,willie nelson live sxsw
[],572524,en,When God Left the Building,0.6,2014-01-01,When God Left the Building,8.0,1,2014,when god left the building
"[16, 14]",523644,en,Lake,0.6,2014-02-11,Lake,8.0,1,2014,lake
"[14, 53, 36]",498113,en,"Afflicted, Inc.",0.6,2014-03-24,"Afflicted, Inc.",8.0,1,2014,afflicted inc
[],493666,en,Addiction: This Is Not a Love Story,0.6,2014-11-20,Addiction: This Is Not a Love Story,8.0,1,2014,addiction this is not a love story
"[10402, 35]",477565,en,Batmetal,0.6,2014-01-07,Batmetal,8.0,1,2014,batmetal
"[99, 10402]",465014,en,The Distortion of Sound,0.6,2014-07-10,The Distortion of Sound,8.0,2,2014,the distortion of sound
"[99, 18, 53]",464296,en,Vegas Vikings,0.6,2014-12-06,Vegas Vikings,8.0,1,2014,vegas vikings
"[99, 10402]",456923,en,Rise of a Texas Bluesman: Stevie Ray Vaughan 1954-1983,0.6,2014-09-09,Rise of a Texas Bluesman: Stevie Ray Vaughan 1954-1983,8.0,1,2014,rise of a texas bluesman stevie ray vaughan 19541983
"[10749, 18]",440003,en,INT. CAFÉ – NIGHT,0.6,2014-09-20,INT. CAFÉ – NIGHT,8.0,3,2014,int caf night
"[18, 10402, 10770]",431039,vi,Paris by night 112,0.6,2014-12-21,Paris by night 112,8.0,1,2014,paris by night 112
"[16, 35, 10402, 878]",429187,en,Kounterclockwise in Forever-Land,0.6,2014-03-09,Kounterclockwise in Forever-Land,8.0,2,2014,kounterclockwise in foreverland
"[878, 18]",428930,en,Drink,0.6,2014-01-01,Drink,8.0,1,2014,drink
[],424817,en,Chestnut Street,0.6,2014-01-01,Chestnut Street,8.0,1,2014,chestnut street
[],424812,en,Emulsion Electrons Imbued,0.6,2014-01-01,Emulsion Electrons Imbued,8.0,1,2014,emulsion electrons imbued
[],412322,en,Finding Home,0.6,2014-03-24,Finding Home,8.0,3,2014,finding home
[],410567,en,Closed Set,0.6,2014-04-06,Closed Set,8.0,2,2014,closed set
[],409486,en,Sabrina: Secrets of a Teenage Witch - A Witch and the Werewolf,0.6,2014-09-01,Sabrina: Secrets of a Teenage Witch - A Witch and the Werewolf,8.0,1,2014,sabrina secrets of a teenage witch a witch and the werewolf
[],393082,en,The Hunt,0.6,2014-10-04,The Hunt,8.0,1,2014,the hunt
[99],391136,en,Inside Her Sex,0.6,2014-11-30,Inside Her Sex,8.0,1,2014,inside her sex
[99],386663,en,Cowboy Christmas,0.6,2014-11-08,Cowboy Christmas,8.0,2,2014,cowboy christmas
"[18, 878]",385129,en,Test,0.6,2014-09-27,Test,8.0,1,2014,test
[],375083,en,Sufferfest 2: Desert Alpine,0.6,2014-11-13,Sufferfest 2: Desert Alpine,8.0,1,2014,sufferfest 2 desert alpine
